"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"564565","21098","CHRISTMAS_TOILET_ROLL",12,2011-08-26,1.25,14911,"EIRE"
"564654","22601","CHRISTMAS_RETROSPOT_ANGEL_WOOD",12,2011-08-26,0.85,14911,"EIRE"
"564654","23264","SET_OF_3_WOODEN_SLEIGH_DECORATIONS",12,2011-08-26,1.25,14911,"EIRE"
"564654","23263","SET_OF_3_WOODEN_HEART_DECORATIONS",12,2011-08-26,1.25,14911,"EIRE"
"564654","23266","SET_OF_3_WOODEN_STOCKING_DECORATION",12,2011-08-26,1.25,14911,"EIRE"
"564654","22572","ROCKING_HORSE_GREEN_CHRISTMAS",12,2011-08-26,0.85,14911,"EIRE"
"564654","22161","HEART_DECORATION_RUSTIC_HANGING",24,2011-08-26,0.19,14911,"EIRE"
"564654","22694","WICKER_STAR",6,2011-08-26,2.1,14911,"EIRE"
"564654","22580","ADVENT_CALENDAR_GINGHAM_SACK",3,2011-08-26,5.95,14911,"EIRE"
"564654","22946","WOODEN_ADVENT_CALENDAR_CREAM",2,2011-08-26,16.95,14911,"EIRE"
"564654","22947","WOODEN_ADVENT_CALENDAR_RED",2,2011-08-26,16.95,14911,"EIRE"
"564654","22735","RIBBON_REEL_SOCKS_AND_MITTENS",10,2011-08-26,1.65,14911,"EIRE"
"564654","22592","CARDHOLDER_HOLLY_WREATH_METAL",4,2011-08-26,3.75,14911,"EIRE"
"564654","22596","CHRISTMAS_STAR_WISH_LIST_CHALKBOARD",12,2011-08-26,1.25,14911,"EIRE"
"564654","22689","DOORMAT_MERRY_CHRISTMAS_RED",10,2011-08-26,6.75,14911,"EIRE"
"564654","22687","DOORMAT_CHRISTMAS_VILLAGE",6,2011-08-26,7.95,14911,"EIRE"
"564654","21351","CINAMMON_&_ORANGE_WREATH",4,2011-08-26,6.75,14911,"EIRE"
"564654","23129","HEART_SHAPED_HOLLY_WREATH",8,2011-08-26,4.15,14911,"EIRE"
"564654","21352","EUCALYPTUS_&_PINECONE__WREATH",2,2011-08-26,6.75,14911,"EIRE"
"564654","23131","MISTLETOE_HEART_WREATH_CREAM",4,2011-08-26,4.15,14911,"EIRE"
"564654","22119","PEACE_WOODEN_BLOCK_LETTERS",3,2011-08-26,6.95,14911,"EIRE"
"564654","21494","ROTATING_LEAVES_T-LIGHT_HOLDER",12,2011-08-26,1.25,14911,"EIRE"
"564654","22141","CHRISTMAS_CRAFT_TREE_TOP_ANGEL",6,2011-08-26,2.1,14911,"EIRE"
"564654","35970","ZINC_FOLKART_SLEIGH_BELLS",12,2011-08-26,1.69,14911,"EIRE"
"564654","21098","CHRISTMAS_TOILET_ROLL",12,2011-08-26,1.25,14911,"EIRE"
"564654","22576","SWALLOW_WOODEN_CHRISTMAS_DECORATION",24,2011-08-26,0.85,14911,"EIRE"
"564654","22573","STAR_WOODEN_CHRISTMAS_DECORATION",24,2011-08-26,0.85,14911,"EIRE"
"564654","22574","HEART_WOODEN_CHRISTMAS_DECORATION",24,2011-08-26,0.85,14911,"EIRE"
"564654","23314","VINTAGE_CHRISTMAS_TABLECLOTH",2,2011-08-26,12.5,14911,"EIRE"
"564654","C2","CARRIAGE",1,2011-08-26,50,14911,"EIRE"
"565213","22952","60_CAKE_CASES_VINTAGE_CHRISTMAS",360,2011-09-01,0.42,14911,"EIRE"
"565213","22910","PAPER_CHAIN_KIT_VINTAGE_CHRISTMAS",120,2011-09-01,2.55,14911,"EIRE"
"565213","22909","SET_OF_20_VINTAGE_CHRISTMAS_NAPKINS",192,2011-09-01,0.72,14911,"EIRE"
"565213","22561","WOODEN_SCHOOL_COLOURING_SET",144,2011-09-01,1.45,14911,"EIRE"
"565213","22560","TRADITIONAL_MODELLING_CLAY",240,2011-09-01,1.06,14911,"EIRE"
"565213","21888","BINGO_SET",144,2011-09-01,3.75,14911,"EIRE"
"565213","21790","VINTAGE_SNAP_CARDS",144,2011-09-01,0.72,14911,"EIRE"
"565213","22950","36_DOILIES_VINTAGE_CHRISTMAS",432,2011-09-01,1.25,14911,"EIRE"
"565214","23315","IVORY_REFECTORY_CLOCK",24,2011-09-01,8.15,14911,"EIRE"
"565214","23174","REGENCY_SUGAR_BOWL_GREEN",12,2011-09-01,4.15,14911,"EIRE"
"565214","23173","REGENCY_TEAPOT_ROSES",36,2011-09-01,8.15,14911,"EIRE"
"565214","23171","REGENCY_TEA_PLATE_GREEN",36,2011-09-01,1.65,14911,"EIRE"
"565214","23170","REGENCY_TEA_PLATE_ROSES",36,2011-09-01,1.65,14911,"EIRE"
"565214","23163","REGENCY_SUGAR_TONGS",36,2011-09-01,2.49,14911,"EIRE"
"565214","22980","PANTRY_SCRUBBING_BRUSH",24,2011-09-01,1.65,14911,"EIRE"
"565214","22978","PANTRY_ROLLING_PIN",72,2011-09-01,3.75,14911,"EIRE"
"565214","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",24,2011-09-01,2.55,14911,"EIRE"
"565214","22698","PINK_REGENCY_TEACUP_AND_SAUCER",24,2011-09-01,2.55,14911,"EIRE"
"565214","22697","GREEN_REGENCY_TEACUP_AND_SAUCER",48,2011-09-01,2.55,14911,"EIRE"
"565214","22423","REGENCY_CAKESTAND_3_TIER",12,2011-09-01,12.75,14911,"EIRE"
"565214","22193","RED_DINER_WALL_CLOCK",24,2011-09-01,7.65,14911,"EIRE"
"565289","22423","REGENCY_CAKESTAND_3_TIER",8,2011-09-02,12.75,14911,"EIRE"
"565289","22697","GREEN_REGENCY_TEACUP_AND_SAUCER",6,2011-09-02,2.95,14911,"EIRE"
"565289","22698","PINK_REGENCY_TEACUP_AND_SAUCER",6,2011-09-02,2.95,14911,"EIRE"
"565289","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",6,2011-09-02,2.95,14911,"EIRE"
"565289","23173","REGENCY_TEAPOT_ROSES",4,2011-09-02,9.95,14911,"EIRE"
"565289","23174","REGENCY_SUGAR_BOWL_GREEN",4,2011-09-02,4.15,14911,"EIRE"
"565289","23245","SET_OF_3_REGENCY_CAKE_TINS",4,2011-09-02,4.95,14911,"EIRE"
"565289","85014B","RED_RETROSPOT_UMBRELLA",3,2011-09-02,5.95,14911,"EIRE"
"565289","23110","PARISIENNE_KEY_CABINET",10,2011-09-02,5.75,14911,"EIRE"
"565289","23112","PARISIENNE_CURIO_CABINET",2,2011-09-02,7.5,14911,"EIRE"
"565289","82484","WOOD_BLACK_BOARD_ANT_WHITE_FINISH",12,2011-09-02,6.75,14911,"EIRE"
"565289","22796","PHOTO_FRAME_3_CLASSIC_HANGING",4,2011-09-02,9.95,14911,"EIRE"
"565289","21670","BLUE_SPOT_CERAMIC_DRAWER_KNOB",12,2011-09-02,1.25,14911,"EIRE"
"565289","22668","PINK_BABY_BUNTING",5,2011-09-02,2.95,14911,"EIRE"
"565289","21380","WOODEN_HAPPY_BIRTHDAY_GARLAND",6,2011-09-02,2.95,14911,"EIRE"
"565289","47566B","TEA_TIME_PARTY_BUNTING",4,2011-09-02,4.95,14911,"EIRE"
"565289","21755","LOVE_BUILDING_BLOCK_WORD",3,2011-09-02,5.95,14911,"EIRE"
"565289","23147","SINGLE_ANTIQUE_ROSE_HOOK_IVORY",12,2011-09-02,1.45,14911,"EIRE"
"565289","23335","EGG_FRYING_PAN_IVORY",6,2011-09-02,2.08,14911,"EIRE"
"565289","84050","PINK_HEART_SHAPE_EGG_FRYING_PAN",6,2011-09-02,1.65,14911,"EIRE"
"565289","23243","SET_OF_TEA_COFFEE_SUGAR_TINS_PANTRY",4,2011-09-02,4.95,14911,"EIRE"
"565289","22978","PANTRY_ROLLING_PIN",6,2011-09-02,3.75,14911,"EIRE"
"565289","22456","NATURAL_SLATE_CHALKBOARD_LARGE",9,2011-09-02,4.95,14911,"EIRE"
"565289","23033","DRAWER_KNOB_CERAMIC_RED",12,2011-09-02,1.45,14911,"EIRE"
"565289","22120","WELCOME__WOODEN_BLOCK_LETTERS",6,2011-09-02,9.95,14911,"EIRE"
"565289","21755","LOVE_BUILDING_BLOCK_WORD",3,2011-09-02,5.95,14911,"EIRE"
"565412","84051","ASS_COLOUR_GLOWING_TIARAS",120,2011-09-04,0.64,14156,"EIRE"
"565412","21562","HAWAIIAN_GRASS_SKIRT",80,2011-09-04,1.06,14156,"EIRE"
"565412","84212","ASSORTED_FLOWER_COLOUR_""LEIS""",960,2011-09-04,0.42,14156,"EIRE"
"565412","21209","MULTICOLOUR_HONEYCOMB_FAN",96,2011-09-04,0.39,14156,"EIRE"
"565412","22595","GINGHAM_HEART_DECORATION",12,2011-09-04,0.85,14156,"EIRE"
"565412","23130","MISTLETOE_HEART_WREATH_GREEN",4,2011-09-04,4.15,14156,"EIRE"
"565474","C2","CARRIAGE",1,2011-09-05,50,14156,"EIRE"
"565475","23192","BUNDLE_OF_3_ALPHABET_EXERCISE_BOOKS",48,2011-09-05,1.45,14156,"EIRE"
"565475","84077","WORLD_WAR_2_GLIDERS_ASSTD_DESIGNS",48,2011-09-05,0.29,14156,"EIRE"
"565475","47566","PARTY_BUNTING",72,2011-09-05,4.15,14156,"EIRE"
"565475","23108","SET_OF_10_LED_DOLLY_LIGHTS",48,2011-09-05,5.39,14156,"EIRE"
"565475","22993","SET_OF_4_PANTRY_JELLY_MOULDS",72,2011-09-05,1.06,14156,"EIRE"
"565475","22727","ALARM_CLOCK_BAKELIKE_RED",48,2011-09-05,3.75,14156,"EIRE"
"565475","20725","LUNCH_BAG_RED_RETROSPOT",100,2011-09-05,1.45,14156,"EIRE"
"565475","20914","SET/5_RED_RETROSPOT_LID_GLASS_BOWLS",48,2011-09-05,2.55,14156,"EIRE"
"565475","22111","SCOTTIE_DOG_HOT_WATER_BOTTLE",72,2011-09-05,4.25,14156,"EIRE"
"565475","21983","PACK_OF_12_BLUE_PAISLEY_TISSUES",96,2011-09-05,0.29,14156,"EIRE"
"565475","21980","PACK_OF_12_RED_RETROSPOT_TISSUES",96,2011-09-05,0.29,14156,"EIRE"
"565475","21984","PACK_OF_12_PINK_PAISLEY_TISSUES",96,2011-09-05,0.29,14156,"EIRE"
"565475","22630","DOLLY_GIRL_LUNCH_BOX",64,2011-09-05,1.65,14156,"EIRE"
"565475","22960","JAM_MAKING_SET_WITH_JARS",48,2011-09-05,3.75,14156,"EIRE"
"565475","22795","SWEETHEART_RECIPE_BOOK_STAND",48,2011-09-05,5.95,14156,"EIRE"
"565475","20754","RETROSPOT_RED_WASHING_UP_GLOVES",72,2011-09-05,1.69,14156,"EIRE"
"565475","22112","CHOCOLATE_HOT_WATER_BOTTLE",72,2011-09-05,4.25,14156,"EIRE"
"565475","21523","DOORMAT_FANCY_FONT_HOME_SWEET_HOME",40,2011-09-05,6.75,14156,"EIRE"
"565475","48129","DOORMAT_TOPIARY",30,2011-09-05,6.75,14156,"EIRE"
"565475","21524","DOORMAT_SPOTTY_HOME_SWEET_HOME",60,2011-09-05,6.75,14156,"EIRE"
"565475","21877","HOME_SWEET_HOME_MUG",72,2011-09-05,1.06,14156,"EIRE"
"565475","21874","GIN_AND_TONIC_MUG",72,2011-09-05,1.06,14156,"EIRE"
"565475","21872","GLAMOROUS__MUG",72,2011-09-05,1.06,14156,"EIRE"
"565475","21833","CAMOUFLAGE_LED_TORCH",72,2011-09-05,1.69,14156,"EIRE"
"565475","21914","BLUE_HARMONICA_IN_BOX",96,2011-09-05,1.25,14156,"EIRE"
"565475","23236","STORAGE_TIN_VINTAGE_DOILY",96,2011-09-05,2.49,14156,"EIRE"
"565475","23294","SET_OF_6_SNACK_LOAF_BAKING_CASES",128,2011-09-05,0.72,14156,"EIRE"
"565475","23293","SET_OF_12_FAIRY_CAKE_BAKING_CASES",128,2011-09-05,0.72,14156,"EIRE"
"565475","22652","TRAVEL_SEWING_KIT",100,2011-09-05,1.65,14156,"EIRE"
"565475","22662","LUNCH_BAG_DOLLY_GIRL_DESIGN",100,2011-09-05,1.45,14156,"EIRE"
"565475","21915","RED__HARMONICA_IN_BOX",96,2011-09-05,1.25,14156,"EIRE"
"565475","20725","LUNCH_BAG_RED_RETROSPOT",100,2011-09-05,1.45,14156,"EIRE"
"565475","84978","HANGING_HEART_JAR_T-LIGHT_HOLDER",108,2011-09-05,1.06,14156,"EIRE"
"565475","23032","DRAWER_KNOB_CRACKLE_GLAZE_IVORY",96,2011-09-05,1.45,14156,"EIRE"
"565475","23205","CHARLOTTE_BAG_VINTAGE_ALPHABET",100,2011-09-05,0.72,14156,"EIRE"
"565475","71459","HANGING_JAM_JAR_T-LIGHT_HOLDER",96,2011-09-05,0.72,14156,"EIRE"
"565475","20979","36_PENCILS_TUBE_RED_RETROSPOT",128,2011-09-05,1.06,14156,"EIRE"
"565475","23028","DRAWER_KNOB_CRACKLE_GLAZE_BLUE",96,2011-09-05,1.45,14156,"EIRE"
"565475","22558","CLOTHES_PEGS_RETROSPOT_PACK_24",144,2011-09-05,1.45,14156,"EIRE"
"565475","21786","POLKADOT_RAIN_HAT",144,2011-09-05,0.32,14156,"EIRE"
"565475","84992","72_SWEETHEART_FAIRY_CAKE_CASES",120,2011-09-05,0.42,14156,"EIRE"
"565475","82583","HOT_BATHS_METAL_SIGN",72,2011-09-05,1.85,14156,"EIRE"
"565475","21165","BEWARE_OF_THE_CAT_METAL_SIGN",192,2011-09-05,1.45,14156,"EIRE"
"565475","21790","VINTAGE_SNAP_CARDS",144,2011-09-05,0.72,14156,"EIRE"
"565475","21212","PACK_OF_72_RETROSPOT_CAKE_CASES",120,2011-09-05,0.42,14156,"EIRE"
"565475","21668","RED_STRIPE_CERAMIC_DRAWER_KNOB",96,2011-09-05,1.06,14156,"EIRE"
"565475","82580","BATHROOM_METAL_SIGN",200,2011-09-05,0.55,14156,"EIRE"
"565475","84991","60_TEATIME_FAIRY_CAKE_CASES",240,2011-09-05,0.42,14156,"EIRE"
"565475","21166","COOK_WITH_WINE_METAL_SIGN",192,2011-09-05,1.85,14156,"EIRE"
"565475","21787","RAIN_PONCHO_RETROSPOT",144,2011-09-05,0.65,14156,"EIRE"
"565475","21169","YOU'RE_CONFUSING_ME_METAL_SIGN",192,2011-09-05,1.45,14156,"EIRE"
"565476","22866","HAND_WARMER_SCOTTY_DOG_DESIGN",96,2011-09-05,1.85,14156,"EIRE"
"565476","22632","HAND_WARMER_RED_RETROSPOT",96,2011-09-05,1.85,14156,"EIRE"
"565476","22114","HOT_WATER_BOTTLE_TEA_AND_SYMPATHY",72,2011-09-05,3.45,14156,"EIRE"
"565476","21181","PLEASE_ONE_PERSON_METAL_SIGN",192,2011-09-05,1.85,14156,"EIRE"
"565748","22191","IVORY_DINER_WALL_CLOCK",4,2011-09-06,8.5,14156,"EIRE"
"565748","22193","RED_DINER_WALL_CLOCK",4,2011-09-06,8.5,14156,"EIRE"
"565748","23340","VINTAGE_CHRISTMAS_CAKE_FRILL",12,2011-09-06,1.65,14156,"EIRE"
"565748","22739","RIBBON_REEL_CHRISTMAS_SOCK_BAUBLE",10,2011-09-06,1.65,14156,"EIRE"
"565748","22737","RIBBON_REEL_CHRISTMAS_PRESENT",10,2011-09-06,1.65,14156,"EIRE"
"565748","85048","15CM_CHRISTMAS_GLASS_BALL_20_LIGHTS",24,2011-09-06,6.95,14156,"EIRE"
"565748","35970","ZINC_FOLKART_SLEIGH_BELLS",48,2011-09-06,1.69,14156,"EIRE"
"565748","23351","ROLL_WRAP_50'S_CHRISTMAS",24,2011-09-06,1.25,14156,"EIRE"
"565748","23350","ROLL_WRAP_VINTAGE_SPOT",24,2011-09-06,1.25,14156,"EIRE"
"565748","23322","LARGE_WHITE_HEART_OF_WICKER",12,2011-09-06,2.95,14156,"EIRE"
"565748","23173","REGENCY_TEAPOT_ROSES",24,2011-09-06,8.15,14156,"EIRE"
"565748","23174","REGENCY_SUGAR_BOWL_GREEN",24,2011-09-06,3.75,14156,"EIRE"
"565748","22423","REGENCY_CAKESTAND_3_TIER",16,2011-09-06,10.95,14156,"EIRE"
"565748","23245","SET_OF_3_REGENCY_CAKE_TINS",16,2011-09-06,4.15,14156,"EIRE"
"565748","23163","REGENCY_SUGAR_TONGS",8,2011-09-06,2.49,14156,"EIRE"
"565748","23170","REGENCY_TEA_PLATE_ROSES",48,2011-09-06,1.45,14156,"EIRE"
"565748","23171","REGENCY_TEA_PLATE_GREEN",48,2011-09-06,1.45,14156,"EIRE"
"565748","23172","REGENCY_TEA_PLATE_PINK",48,2011-09-06,1.45,14156,"EIRE"
"565748","22697","GREEN_REGENCY_TEACUP_AND_SAUCER",24,2011-09-06,2.55,14156,"EIRE"
"565748","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",24,2011-09-06,2.55,14156,"EIRE"
"565748","22698","PINK_REGENCY_TEACUP_AND_SAUCER",24,2011-09-06,2.55,14156,"EIRE"
"565748","23360","SET_8_CANDLES_VINTAGE_DOILEY",72,2011-09-06,1.65,14156,"EIRE"
"565748","84832","ZINC_WILLIE_WINKIE__CANDLE_STICK",24,2011-09-06,0.85,14156,"EIRE"
"565748","23294","SET_OF_6_SNACK_LOAF_BAKING_CASES",16,2011-09-06,0.83,14156,"EIRE"
"565748","23295","SET_OF_12_MINI_LOAF_BAKING_CASES",24,2011-09-06,0.83,14156,"EIRE"
"565748","23133","LARGE_IVORY_HEART_WALL_ORGANISER",16,2011-09-06,7.05,14156,"EIRE"
"565748","23397","FOOT_STOOL_HOME_SWEET_HOME",16,2011-09-06,8.15,14156,"EIRE"
"565748","84879","ASSORTED_COLOUR_BIRD_ORNAMENT",48,2011-09-06,1.69,14156,"EIRE"
"565748","22171","3_HOOK_PHOTO_SHELF_ANTIQUE_WHITE",12,2011-09-06,7.65,14156,"EIRE"
"565748","21754","HOME_BUILDING_BLOCK_WORD",18,2011-09-06,5.45,14156,"EIRE"
"565748","22169","FAMILY_ALBUM_WHITE_PICTURE_FRAME",8,2011-09-06,7.65,14156,"EIRE"
"565748","21755","LOVE_BUILDING_BLOCK_WORD",18,2011-09-06,5.45,14156,"EIRE"
"565748","23093","SMALL_PARISIENNE_HEART_PHOTO_FRAME",48,2011-09-06,2.08,14156,"EIRE"
"565748","23411","TRELLIS_COAT_RACK",6,2011-09-06,4.95,14156,"EIRE"
"565748","23111","PARISIENNE_SEWING_BOX",8,2011-09-06,10.4,14156,"EIRE"
"565748","23112","PARISIENNE_CURIO_CABINET",12,2011-09-06,6.65,14156,"EIRE"
"565748","22429","ENAMEL_MEASURING_JUG_CREAM",12,2011-09-06,4.25,14156,"EIRE"
"565748","22427","ENAMEL_FLOWER_JUG_CREAM",12,2011-09-06,5.45,14156,"EIRE"
"565748","85053","FRENCH_ENAMEL_CANDLEHOLDER",12,2011-09-06,2.1,14156,"EIRE"
"565748","22425","ENAMEL_COLANDER_CREAM",16,2011-09-06,4.25,14156,"EIRE"
"565748","22424","ENAMEL_BREAD_BIN_CREAM",4,2011-09-06,12.75,14156,"EIRE"
"565748","85123A","WHITE_HANGING_HEART_T-LIGHT_HOLDER",24,2011-09-06,2.95,14156,"EIRE"
"565748","22847","BREAD_BIN_DINER_STYLE_IVORY",16,2011-09-06,14.95,14156,"EIRE"
"565748","22624","IVORY_KITCHEN_SCALES",12,2011-09-06,7.65,14156,"EIRE"
"565748","22625","RED_KITCHEN_SCALES",12,2011-09-06,7.65,14156,"EIRE"
"565748","22838","3_TIER_CAKE_TIN_RED_AND_CREAM",8,2011-09-06,12.75,14156,"EIRE"
"565748","22839","3_TIER_CAKE_TIN_GREEN_AND_CREAM",8,2011-09-06,12.75,14156,"EIRE"
"565748","23169","CLASSIC_GLASS_COOKIE_JAR",18,2011-09-06,3.75,14156,"EIRE"
"565748","23165","LARGE_CERAMIC_TOP_STORAGE_JAR",48,2011-09-06,1.45,14156,"EIRE"
"565748","23324","RUSTIC_STRAWBERRY_JAMPOT_LARGE",24,2011-09-06,2.08,14156,"EIRE"
"565748","23178","JAM_CLOCK_MAGNET",12,2011-09-06,2.89,14156,"EIRE"
"565748","22561","WOODEN_SCHOOL_COLOURING_SET",24,2011-09-06,1.65,14156,"EIRE"
"565748","22623","BOX_OF_VINTAGE_JIGSAW_BLOCKS",9,2011-09-06,5.95,14156,"EIRE"
"565748","23188","VINTAGE__2_METER_FOLDING_RULER",12,2011-09-06,1.65,14156,"EIRE"
"565748","22940","FELTCRAFT_CHRISTMAS_FAIRY",12,2011-09-06,4.25,14156,"EIRE"
"565748","23126","FELTCRAFT_GIRL_AMELIE_KIT",12,2011-09-06,4.95,14156,"EIRE"
"565748","22569","FELTCRAFT_CUSHION_BUTTERFLY",8,2011-09-06,3.75,14156,"EIRE"
"565748","22568","FELTCRAFT_CUSHION_OWL",8,2011-09-06,3.75,14156,"EIRE"
"565749","23132","SMALL_IVORY_HEART_WALL_ORGANISER",12,2011-09-06,4.95,14156,"EIRE"
"565749","23243","SET_OF_TEA_COFFEE_SUGAR_TINS_PANTRY",8,2011-09-06,4.95,14156,"EIRE"
"565749","23198","PANTRY_MAGNETIC__SHOPPING_LIST",48,2011-09-06,1.25,14156,"EIRE"
"565749","23166","MEDIUM_CERAMIC_TOP_STORAGE_JAR",48,2011-09-06,1.04,14156,"EIRE"
"565749","23167","SMALL_CERAMIC_TOP_STORAGE_JAR",24,2011-09-06,0.83,14156,"EIRE"
"565800","22623","BOX_OF_VINTAGE_JIGSAW_BLOCKS",3,2011-09-07,5.95,14911,"EIRE"
"565800","22139","RETROSPOT_TEA_SET_CERAMIC_11_PC",3,2011-09-07,4.95,14911,"EIRE"
"565800","22625","RED_KITCHEN_SCALES",2,2011-09-07,8.5,14911,"EIRE"
"565800","22624","IVORY_KITCHEN_SCALES",4,2011-09-07,8.5,14911,"EIRE"
"565800","22558","CLOTHES_PEGS_RETROSPOT_PACK_24",12,2011-09-07,1.65,14911,"EIRE"
"565800","22567","20_DOLLY_PEGS_RETROSPOT",12,2011-09-07,1.45,14911,"EIRE"
"565800","21155","RED_RETROSPOT_PEG_BAG",6,2011-09-07,2.55,14911,"EIRE"
"565800","23168","CLASSIC_CAFE_SUGAR_DISPENSER",24,2011-09-07,1.25,14911,"EIRE"
"565800","84926A","WAKE_UP_COCKEREL_TILE_COASTER",24,2011-09-07,0.29,14911,"EIRE"
"565800","22197","POPCORN_HOLDER",24,2011-09-07,0.85,14911,"EIRE"
"565800","22131","FOOD_CONTAINER_SET_3_LOVE_HEART",6,2011-09-07,1.95,14911,"EIRE"
"565800","23406","HOME_SWEET_HOME_KEY_HOLDER",2,2011-09-07,6.25,14911,"EIRE"
"565800","22796","PHOTO_FRAME_3_CLASSIC_HANGING",4,2011-09-07,9.95,14911,"EIRE"
"565800","21181","PLEASE_ONE_PERSON_METAL_SIGN",12,2011-09-07,2.1,14911,"EIRE"
"565800","21770","OPEN_CLOSED_METAL_SIGN",2,2011-09-07,4.95,14911,"EIRE"
"565800","21164","HOME_SWEET_HOME_METAL_SIGN",6,2011-09-07,2.95,14911,"EIRE"
"565800","21166","COOK_WITH_WINE_METAL_SIGN",12,2011-09-07,2.08,14911,"EIRE"
"565800","22675","FRENCH_KITCHEN_SIGN_BLUE_METAL",12,2011-09-07,1.25,14911,"EIRE"
"565800","85123A","WHITE_HANGING_HEART_T-LIGHT_HOLDER",6,2011-09-07,2.95,14911,"EIRE"
"565800","22687","DOORMAT_CHRISTMAS_VILLAGE",2,2011-09-07,8.25,14911,"EIRE"
"565800","22596","CHRISTMAS_STAR_WISH_LIST_CHALKBOARD",12,2011-09-07,1.25,14911,"EIRE"
"565800","21494","ROTATING_LEAVES_T-LIGHT_HOLDER",12,2011-09-07,1.25,14911,"EIRE"
"565800","23267","SET_OF_4_SANTA_PLACE_SETTINGS",12,2011-09-07,1.25,14911,"EIRE"
"565800","21014","SWISS_CHALET_TREE_DECORATION",12,2011-09-07,0.85,14911,"EIRE"
"565800","22577","WOODEN_HEART_CHRISTMAS_SCANDINAVIAN",12,2011-09-07,0.85,14911,"EIRE"
"565800","22594","CHRISTMAS_GINGHAM_TREE",12,2011-09-07,0.85,14911,"EIRE"
"565800","22579","WOODEN_TREE_CHRISTMAS_SCANDINAVIAN",12,2011-09-07,0.85,14911,"EIRE"
"565800","22593","CHRISTMAS_GINGHAM_STAR",12,2011-09-07,0.85,14911,"EIRE"
"565800","84347","ROTATING_SILVER_ANGELS_T-LIGHT_HLDR",6,2011-09-07,2.55,14911,"EIRE"
"565800","20914","SET/5_RED_RETROSPOT_LID_GLASS_BOWLS",24,2011-09-07,2.95,14911,"EIRE"
"565800","22557","PLASTERS_IN_TIN_VINTAGE_PAISLEY",24,2011-09-07,1.65,14911,"EIRE"
"565800","22556","PLASTERS_IN_TIN_CIRCUS_PARADE",24,2011-09-07,1.65,14911,"EIRE"
"565800","23302","KNEELING_MAT_HOUSEWORK__DESIGN",12,2011-09-07,1.65,14911,"EIRE"
"565800","21889","WOODEN_BOX_OF_DOMINOES",12,2011-09-07,1.25,14911,"EIRE"
"565800","22550","HOLIDAY_FUN_LUDO",4,2011-09-07,3.75,14911,"EIRE"
"565800","15056P","EDWARDIAN_PARASOL_PINK",3,2011-09-07,5.95,14911,"EIRE"
"565800","21524","DOORMAT_SPOTTY_HOME_SWEET_HOME",2,2011-09-07,8.25,14911,"EIRE"
"565800","23229","VINTAGE_DONKEY_TAIL_GAME",6,2011-09-07,3.75,14911,"EIRE"
"565800","22627","MINT_KITCHEN_SCALES",2,2011-09-07,8.5,14911,"EIRE"
"565800","22554","PLASTERS_IN_TIN_WOODLAND_ANIMALS",24,2011-09-07,1.65,14911,"EIRE"
"565851","21790","VINTAGE_SNAP_CARDS",12,2011-09-07,0.85,14911,"EIRE"
"565851","21791","VINTAGE_HEADS_AND_TAILS_CARD_GAME",12,2011-09-07,1.25,14911,"EIRE"
"565851","21912","VINTAGE_SNAKES_&_LADDERS",4,2011-09-07,3.75,14911,"EIRE"
"565851","22620","4_TRADITIONAL_SPINNING_TOPS",12,2011-09-07,1.45,14911,"EIRE"
"565851","20761","BLUE_PAISLEY_SKETCHBOOK",4,2011-09-07,3.75,14911,"EIRE"
"565851","21531","RED_RETROSPOT_SUGAR_JAM_BOWL",6,2011-09-07,2.55,14911,"EIRE"
"565851","21534","DAIRY_MAID_LARGE_MILK_JUG",3,2011-09-07,4.95,14911,"EIRE"
"565851","23174","REGENCY_SUGAR_BOWL_GREEN",4,2011-09-07,4.15,14911,"EIRE"
"565851","21535","RED_RETROSPOT_SMALL_MILK_JUG",6,2011-09-07,2.55,14911,"EIRE"
"565851","22423","REGENCY_CAKESTAND_3_TIER",6,2011-09-07,12.75,14911,"EIRE"
"565851","22325","MOBILE_VINTAGE_HEARTS",6,2011-09-07,4.95,14911,"EIRE"
"565851","22317","FIVE_CATS_HANGING_DECORATION",6,2011-09-07,2.95,14911,"EIRE"
"565851","22320","BIRDS_MOBILE_VINTAGE_DESIGN",6,2011-09-07,5.95,14911,"EIRE"
"565851","21135","VICTORIAN__METAL_POSTCARD_SPRING",8,2011-09-07,1.69,14911,"EIRE"
"565851","21136","PAINTED_METAL_PEARS_ASSORTED",32,2011-09-07,1.69,14911,"EIRE"
"565851","85199L","LARGE_HANGING_IVORY_&_RED_WOOD_BIRD",12,2011-09-07,0.65,14911,"EIRE"
"565851","85199S","SMALL_HANGING_IVORY/RED_WOOD_BIRD",24,2011-09-07,0.42,14911,"EIRE"
"565851","84879","ASSORTED_COLOUR_BIRD_ORNAMENT",32,2011-09-07,1.69,14911,"EIRE"
"565851","22035","VINTAGE_CARAVAN_GREETING_CARD",12,2011-09-07,0.42,14911,"EIRE"
"565851","85015","SET_OF_12__VINTAGE_POSTCARD_SET",24,2011-09-07,0.65,14911,"EIRE"
"565851","22984","CARD_GINGHAM_ROSE",12,2011-09-07,0.42,14911,"EIRE"
